Millis,Year,Month,Day,Hour,Min,TotalOdo,EngineSpeed,GasPedalPos,EngineSts,NeutralSwSts,ACPressure,ThrottlePos,EngineFrictionTorque,EngineTorgue,GasPedalAct,GasPedalGradient,ActualPedalPos,ClutchUpStop,ClutchInterLk,AnalogClutch,EngineWaterTemp,GearShiftIndication,FuelConsumptionGAG,SuggestedGearGSI,ActualGearGSI,EngineOilTemp,BrakePedalSwitchNCSts,BrakePedalSwitchNOSts,OperationModeSts,TurnIndicationSts,KeyInIgnSts,Cmdlgn_FailSts,CmdlgnSts,ExternalTemperature,ExternalTemperatureFailSts,ParkBrakeSts,BatteryChargeSts,ExternalTemperatureAD_Voltage,FuelLevel,InternalLightLevel,FuelLevelFailsSts,InternalLightSts,NotFilteredFuelLevel,BatteryStateOfFunction,CompressorACReqSts,FUEL_VOLT,BrkBstrVac,BrkTrq,BrkTrq_Driver,HSA_BrkPrss,VechileSpeedVSOCSig,CMMInterventionAct,PrefillActive,BrakeInterventionSts,ESCActive,ABSActive,MasterCylinderPressure,VechileSpeedVSOCSigFailSts,BSMShiftInterfernece,BrkPrss_One,BrkPrss_Two,SyncPos,OverSteering,UnderSteering,REF_VEH_SPEED,VehicleStandSts,BrkBstrVac_OBD,batteryVoltageLevelHP,StateOfCharge,VoltageMin,VoltageMax,BatteryCurrentLevel,BatteryTemperature,IBS_V_Batt,IBS_I_Batt,IBS_T_Batt,IBS_I_Range,IBS_SOC,IBS_SOF_Q,IBS_SOC_Accuracy,IBS_SOF_Q_Accuracy,IBS_SOH_Q,IBS_SOF_V,IBS_SOH_Q_Accuracy,IBS_SOF_V_Accuracy,IBS_Q_received,IBS_Q_released,IBS_Tm_Lst_Reset_Sec,IBS_Tm_Lst_Reset_Days,IBS_R_Batt,IBS_R_Batt_25,IBS_SOF_t_Accuracy,IBS_PreWakeupVoltage,IBS_SOF_t,IBS_IBATT_QUIESCENT,IBS_SOF_V1,LHFWheelSpeed,RHFWheelSpeed,LHRWheelSpeed,RHRWheelSpeed,VIN_DATA
4071324,2020,1,14,20,11,2631,851,0,2,1,126,219,40,500,0,128,0,0,0,23,124,0,409,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,46,20,1,111,39,59,0,0,0,0,0,0,0,0,10,0,0,164,160,2,0,0,0,0,151,396,100,96,136,2500,72,11159,11159,82,0,100,108,2,2,138,156,0,2,2450,1775,24962,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4071825,2020,1,14,20,11,2631,853,0,2,1,126,219,39,500,0,128,0,0,0,23,124,0,404,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,46,20,1,111,39,59,0,0,0,0,0,0,0,0,10,0,0,164,159,2,0,0,0,0,151,396,100,96,136,2500,72,11160,11160,82,0,100,108,2,2,138,156,0,2,2450,1775,24963,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4072326,2020,1,14,20,11,2631,844,0,2,1,127,219,40,501,0,128,0,0,0,23,124,0,418,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,50,20,1,115,39,59,0,0,0,0,0,0,0,0,10,0,0,164,160,2,0,0,0,0,151,396,100,96,136,2500,72,11158,11158,82,0,100,108,2,2,138,156,0,2,2450,1775,24963,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4072826,2020,1,14,20,11,2631,853,0,2,1,127,219,40,500,0,128,0,0,0,24,124,0,413,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,47,20,1,112,39,59,0,0,0,0,0,0,0,0,10,0,0,164,160,2,0,0,0,0,151,396,100,96,136,2500,72,11160,11160,82,0,100,108,2,2,138,156,0,2,2450,1775,24963,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4073326,2020,1,14,20,11,2631,849,0,2,1,127,219,39,501,0,128,0,0,0,36,124,0,418,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,45,20,1,109,39,59,0,0,0,0,0,0,0,0,10,0,0,164,160,2,0,0,0,0,151,396,100,96,136,2500,72,11157,11157,82,0,100,108,2,2,138,156,0,2,2450,1775,24963,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4073826,2020,1,14,20,11,2631,855,0,2,1,127,219,39,500,0,128,0,0,0,35,124,0,395,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,46,20,1,115,39,59,0,0,0,0,0,0,0,0,10,0,0,164,160,2,0,0,0,0,151,396,100,96,136,2500,72,11158,11158,82,0,100,108,2,2,138,156,0,2,2450,1775,24963,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4074326,2020,1,14,20,11,2631,843,0,2,1,127,219,39,502,0,128,0,1,0,112,124,0,413,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,48,20,1,113,39,60,0,0,0,0,0,0,0,0,10,0,0,164,160,2,0,0,0,0,151,396,100,96,136,2500,72,11158,11158,82,0,100,108,2,2,138,156,0,2,2450,1775,24963,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4074827,2020,1,14,20,11,2631,853,0,2,0,127,219,39,500,0,128,0,1,0,189,124,0,400,15,15,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,45,20,1,109,40,52,0,0,0,0,0,0,0,0,2,0,0,159,155,2,0,0,0,0,150,396,100,96,136,2500,72,11158,11158,82,0,100,108,2,2,138,156,0,2,2450,1775,24963,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4075327,2020,1,14,20,11,2631,809,0,2,0,127,219,40,534,0,128,0,1,0,147,124,0,613,15,15,2,0,0,8,0,0,0,4,224,0,0,12,51,70,3,0,1,47,20,1,112,41,1,0,0,0,0,0,0,0,0,0,0,0,157,153,2,0,0,0,0,150,396,100,96,136,2500,72,11157,11157,82,0,100,108,2,2,138,156,0,2,2450,1775,24963,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4075827,2020,1,14,20,11,2631,894,0,2,0,127,219,39,540,0,128,0,1,0,143,124,0,831,15,15,2,0,0,8,0,0,0,4,224,0,0,12,51,70,3,0,1,53,20,1,119,41,0,0,5,0,0,0,0,0,0,0,0,0,157,153,2,0,0,2,1,150,396,100,96,136,2500,72,11168,11168,82,0,100,108,2,2,138,156,0,2,2450,1775,24963,848,96,99,2,1023,323,255,126,23,22,22,21,231713
4076328,2020,1,14,20,11,2631,923,0,2,0,128,217,39,523,0,128,0,1,0,148,124,0,686,15,15,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,45,20,1,109,41,8,0,5,42,0,0,0,0,0,10,0,0,163,159,2,0,0,5,1,150,396,100,96,136,2500,72,11158,11158,82,0,100,108,2,2,138,156,0,2,2450,1775,24963,848,96,99,2,1023,323,255,126,43,42,43,43,231713
4076829,2020,1,14,20,11,2631,901,0,2,0,127,218,39,517,0,128,0,1,0,153,124,0,609,15,15,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,45,20,1,109,41,192,195,5,35,0,0,0,0,0,32,0,0,179,175,2,0,0,4,1,150,396,100,96,136,2500,72,11158,11158,82,0,100,108,2,2,138,156,0,2,2450,1775,24963,848,96,99,2,1023,323,255,126,34,34,35,34,231713
4077329,2020,1,14,20,11,2631,859,0,2,0,127,218,39,519,0,128,0,1,0,153,124,0,581,15,15,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,41,20,1,104,41,200,200,5,0,0,0,0,0,0,33,0,0,179,175,2,0,0,1,1,150,396,100,96,136,2500,72,11157,11157,82,0,100,108,2,2,138,156,0,2,2450,1775,24963,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4077829,2020,1,14,20,11,2631,841,0,2,0,127,218,39,523,0,128,0,1,0,152,124,0,627,15,15,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,58,20,1,125,41,196,195,0,0,0,0,0,0,0,32,0,0,179,175,2,0,0,0,1,150,396,100,96,136,2500,72,11155,11155,82,0,100,108,2,2,138,156,0,2,2450,1775,24963,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4078329,2020,1,14,20,11,2631,847,0,2,0,127,220,40,523,0,128,0,1,0,151,124,0,627,15,15,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,54,20,1,120,40,196,195,0,0,0,0,0,0,0,32,0,0,179,175,2,0,0,0,0,150,396,100,96,136,2500,72,11156,11156,82,0,100,108,2,2,138,156,0,2,2450,1775,24963,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4078829,2020,1,14,20,11,2631,851,0,2,0,127,220,39,523,0,128,0,1,0,152,124,0,631,15,15,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,53,20,1,119,44,86,0,0,0,0,0,0,0,0,7,0,0,162,158,2,0,0,0,0,148,396,100,96,136,2500,72,11155,11155,82,0,100,108,2,2,138,156,0,2,2450,1775,24966,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4079330,2020,1,14,20,11,2631,851,0,2,0,127,220,39,523,0,128,0,1,0,152,124,0,627,15,15,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,58,20,1,125,44,35,0,5,0,0,0,0,0,0,6,0,0,161,157,2,0,0,0,1,147,396,100,96,136,2500,72,11157,11157,82,0,100,108,2,2,138,156,0,2,2450,1775,24966,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4079831,2020,1,14,20,11,2631,923,0,2,0,126,220,39,507,0,128,0,1,0,177,124,0,550,15,15,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,45,20,1,109,44,103,107,5,0,0,0,0,0,0,18,0,0,169,165,2,0,0,0,1,148,396,100,96,136,2500,72,11157,11157,82,0,100,108,2,2,138,156,0,2,2450,1775,24966,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4080332,2020,1,14,20,11,2631,934,0,2,1,126,220,39,500,0,128,0,1,0,134,124,0,409,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,47,20,1,112,43,109,109,0,0,0,0,0,0,0,18,0,0,169,165,2,0,0,0,1,148,396,100,96,136,2500,72,11164,11164,82,0,100,108,2,2,138,156,0,2,2450,1775,24966,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4080833,2020,1,14,20,11,2631,921,0,2,1,126,220,39,499,0,128,0,0,0,51,124,0,436,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,43,20,1,106,43,112,114,0,0,0,0,0,0,0,18,0,0,169,166,2,0,0,0,0,148,396,100,96,136,2500,72,11160,11160,82,0,100,108,2,2,138,156,0,2,2450,1775,24966,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4081333,2020,1,14,20,11,2631,907,0,2,1,126,220,39,499,0,128,0,0,0,51,124,0,409,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,49,20,1,114,42,114,114,0,0,0,0,0,0,0,19,0,0,170,166,2,0,0,0,0,149,396,100,96,136,2500,72,11161,11161,82,0,100,108,2,2,138,156,0,2,2450,1775,24966,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4081834,2020,1,14,20,11,2631,900,0,2,1,127,220,39,497,0,128,0,0,0,51,124,0,400,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,49,20,1,115,42,116,116,0,0,0,0,0,0,0,19,0,0,170,166,2,0,0,0,0,149,396,100,96,136,2500,72,11159,11159,82,0,100,108,2,2,138,156,0,2,2450,1775,24966,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4082334,2020,1,14,20,11,2631,882,0,2,1,127,220,39,499,0,128,0,0,0,50,124,0,386,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,49,20,1,115,42,118,119,0,0,0,0,0,0,0,19,0,0,170,166,2,0,0,0,0,149,396,100,96,136,2500,72,11159,11159,82,0,100,108,2,2,138,156,0,2,2450,1775,24966,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4082834,2020,1,14,20,11,2631,874,0,2,1,127,220,39,499,0,128,0,0,0,46,124,0,381,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,47,20,1,112,42,120,121,0,0,0,0,0,0,0,20,0,0,171,166,2,0,0,0,0,149,396,100,96,136,2500,72,11159,11159,82,0,100,108,2,2,138,156,0,2,2450,1775,24966,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4083334,2020,1,14,20,11,2631,863,0,2,1,127,220,39,499,0,128,0,0,0,46,124,0,395,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,52,20,1,118,41,122,121,0,0,0,0,0,0,0,20,0,0,171,167,2,0,0,0,0,149,396,100,96,136,2500,72,11157,11157,82,0,100,108,2,2,138,156,0,2,2450,1775,24966,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4083835,2020,1,14,20,11,2631,858,0,2,1,127,219,39,499,0,128,0,0,0,46,124,0,395,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,45,20,1,109,42,124,123,0,0,0,0,0,0,0,20,0,0,171,167,2,0,0,0,0,150,396,100,96,136,2500,72,11156,11156,82,0,100,108,2,2,138,156,0,2,2450,1775,24969,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4084335,2020,1,14,20,12,2631,851,0,2,1,127,219,39,500,0,128,0,0,0,44,124,0,400,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,42,20,1,105,41,126,126,0,0,0,0,0,0,0,21,0,0,171,167,2,0,0,0,0,150,396,100,96,136,2500,72,11156,11156,82,0,100,108,2,2,138,156,0,2,2450,1775,24969,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4084835,2020,1,14,20,12,2631,848,0,2,1,127,219,39,500,0,128,0,0,0,44,124,0,395,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,47,20,1,112,41,127,128,0,0,0,0,0,0,0,21,0,0,171,167,2,0,0,0,0,150,396,100,96,136,2500,72,11156,11156,82,0,100,108,2,2,138,156,0,2,2450,1775,24969,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4085335,2020,1,14,20,12,2631,849,0,2,1,127,219,39,500,0,128,0,0,0,44,124,0,395,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,50,20,1,115,41,128,128,0,0,0,0,0,0,0,21,0,0,171,167,2,0,0,0,0,150,396,100,96,136,2500,72,11157,11157,82,0,100,108,2,2,138,156,0,2,2450,1775,24969,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4085835,2020,1,14,20,12,2631,854,0,2,1,127,219,39,499,0,128,0,0,0,44,124,0,386,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,45,20,1,109,41,129,128,0,0,0,0,0,0,0,21,0,0,172,167,2,0,0,0,0,150,396,100,96,136,2500,72,11158,11158,82,0,100,108,2,2,138,156,0,2,2450,1775,24969,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4086335,2020,1,14,20,12,2631,845,0,2,1,128,219,39,501,0,128,0,0,0,44,124,0,395,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,47,20,1,112,40,130,131,0,0,0,0,0,0,0,21,0,0,172,167,2,0,0,0,0,150,396,100,96,136,2500,72,11158,11158,82,0,100,108,2,2,138,156,0,2,2450,1775,24969,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4086835,2020,1,14,20,12,2631,850,0,2,1,128,219,39,500,0,128,0,0,0,45,124,0,395,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,49,20,1,115,40,132,133,0,0,0,0,0,0,0,21,0,0,172,168,2,0,0,0,0,150,396,100,96,136,2500,72,11158,11158,82,0,100,108,2,2,138,156,0,2,2450,1775,24969,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4087336,2020,1,14,20,12,2631,847,0,2,1,128,219,39,500,0,128,0,0,0,45,124,0,400,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,47,20,1,112,40,133,133,0,0,0,0,0,0,0,22,0,0,172,168,2,0,0,0,0,150,396,100,96,136,2500,72,11157,11157,82,0,100,108,2,2,138,156,0,2,2450,1775,24969,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4087837,2020,1,14,20,12,2631,849,0,2,1,127,219,39,500,0,128,0,0,0,45,124,0,400,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,49,20,1,115,40,133,133,0,0,0,0,0,0,0,22,0,0,172,168,2,0,0,0,0,150,396,100,96,136,2500,72,11157,11157,82,0,100,108,2,2,138,156,0,2,2450,1775,24969,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4088338,2020,1,14,20,12,2631,852,0,2,1,127,219,39,500,0,128,0,0,0,45,124,0,413,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,47,20,1,111,40,134,133,0,0,0,0,0,0,0,22,0,0,172,168,2,0,0,0,0,150,396,100,96,136,2500,72,11157,11157,82,0,100,108,2,2,138,156,0,2,2450,1775,24969,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4088839,2020,1,14,20,12,2631,849,0,2,1,127,219,39,501,0,128,0,0,0,45,124,0,400,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,46,20,1,115,40,135,135,0,0,0,0,0,0,0,22,0,0,172,168,2,0,0,0,0,150,396,100,96,136,2500,72,11158,11158,82,0,100,108,2,2,138,156,0,2,2450,1775,24969,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4089339,2020,1,14,20,12,2631,848,0,2,1,127,219,40,501,0,128,0,0,0,45,124,0,413,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,47,20,1,116,40,135,135,0,0,0,0,0,0,0,22,0,0,172,168,2,0,0,0,0,150,396,100,96,136,2500,72,11157,11157,82,0,100,108,2,2,138,156,0,2,2450,1775,24969,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4089839,2020,1,14,20,12,2631,851,0,2,1,127,219,40,500,0,128,0,0,0,45,124,0,404,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,49,20,1,115,40,135,135,0,0,0,0,0,0,0,22,0,0,172,168,2,0,0,0,0,150,396,100,96,136,2500,72,11157,11157,82,0,100,108,2,2,138,156,0,2,2450,1775,24972,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4090339,2020,1,14,20,12,2631,850,0,2,1,127,219,40,500,0,128,0,0,0,45,124,0,409,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,47,20,1,112,40,137,135,0,0,0,0,0,0,0,23,0,0,172,168,2,0,0,0,0,150,396,100,96,136,2500,72,11157,11157,82,0,100,108,2,2,138,156,0,2,2450,1775,24972,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4090839,2020,1,14,20,12,2631,851,0,2,1,127,219,40,500,0,128,0,0,0,45,124,0,404,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,50,20,1,115,40,138,138,0,0,0,0,0,0,0,23,0,0,172,168,2,0,0,0,0,151,396,100,96,136,2500,72,11158,11158,82,0,100,108,2,2,138,156,0,2,2450,1775,24972,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4091340,2020,1,14,20,12,2631,849,0,2,1,127,219,39,500,0,128,0,0,0,45,124,0,395,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,49,20,1,114,40,138,138,0,0,0,0,0,0,0,23,0,0,172,168,2,0,0,0,0,151,396,100,96,136,2500,72,11157,11157,82,0,100,108,2,2,138,156,0,2,2450,1775,24972,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4091840,2020,1,14,20,12,2631,846,0,2,1,127,219,39,501,0,128,0,0,0,45,124,0,404,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,46,20,1,115,40,138,138,0,0,0,0,0,0,0,23,0,0,172,168,2,0,0,0,0,151,396,100,96,136,2500,72,11157,11157,82,0,100,108,2,2,138,156,0,2,2450,1775,24973,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4092340,2020,1,14,20,12,2631,849,0,2,1,127,219,39,500,0,128,0,0,0,45,124,0,404,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,49,20,1,114,40,138,138,0,0,0,0,0,0,0,23,0,0,172,168,2,0,0,0,0,151,396,100,96,136,2500,72,11157,11157,82,0,100,108,2,2,138,156,0,2,2450,1775,24973,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4092840,2020,1,14,20,12,2631,846,0,2,1,128,219,39,501,0,128,0,0,0,45,124,0,404,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,50,20,1,111,40,138,138,0,0,0,0,0,0,0,23,0,0,172,168,2,0,0,0,0,151,396,100,96,136,2500,72,11158,11158,82,0,100,108,2,2,138,156,0,2,2450,1775,24973,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4093341,2020,1,14,20,12,2631,849,0,2,1,128,219,39,500,0,128,0,0,0,45,124,0,395,15,0,2,1,1,8,0,0,0,4,224,0,0,12,52,70,3,0,1,50,20,1,116,39,139,140,0,0,0,0,0,0,0,23,0,0,173,168,2,0,0,0,0,151,396,100,96,136,2500,72,11157,11157,82,0,100,108,2,2,138,156,0,2,2450,1775,24973,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4093842,2020,1,14,20,12,2631,849,0,2,1,128,219,39,501,0,128,0,0,0,45,124,0,404,15,0,2,1,1,8,0,0,0,4,224,0,0,12,52,70,3,0,1,45,20,1,109,39,140,140,0,0,0,0,0,0,0,23,0,0,173,169,2,0,0,0,0,150,396,100,96,136,2500,72,11156,11156,82,0,100,108,2,2,138,156,0,2,2450,1775,24973,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4094342,2020,1,14,20,12,2631,853,0,2,1,128,219,39,500,0,128,0,0,0,45,124,0,400,15,0,2,1,1,8,0,0,0,4,224,0,0,12,52,70,3,0,1,49,20,1,115,40,140,140,0,0,0,0,0,0,0,23,0,0,173,168,2,0,0,0,0,151,396,100,96,136,2500,72,11156,11156,82,0,100,108,2,2,138,156,0,2,2450,1775,24973,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4094843,2020,1,14,20,12,2631,851,0,2,1,128,219,40,500,0,128,0,0,0,45,124,0,409,15,0,2,1,1,8,0,0,0,4,224,0,0,12,52,70,3,0,1,49,20,1,115,39,140,140,0,0,0,0,0,0,0,23,0,0,173,168,2,0,0,0,0,151,396,100,96,136,2500,72,11155,11155,82,0,100,108,2,2,138,156,0,2,2450,1775,24973,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4095343,2020,1,14,20,12,2631,851,0,2,1,128,219,39,500,0,128,0,0,0,45,124,0,409,15,0,2,1,1,8,0,0,0,4,224,0,0,12,52,70,3,0,1,49,20,1,115,40,140,140,0,0,0,0,0,0,0,23,0,0,173,169,2,0,0,0,0,151,396,100,96,136,2500,72,11153,11153,82,0,100,108,2,2,138,156,0,2,2450,1775,24973,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4095844,2020,1,14,20,12,2631,847,0,2,1,128,219,39,501,0,128,0,0,0,45,124,0,404,15,0,2,1,1,8,0,0,0,4,224,0,0,12,52,70,3,0,1,45,20,1,110,39,140,140,0,0,0,0,0,0,0,23,0,0,173,168,2,0,0,0,0,151,396,100,96,136,2500,72,11155,11155,82,0,100,108,2,2,138,156,0,2,2450,1775,24973,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4096345,2020,1,14,20,12,2631,851,0,2,1,128,219,39,500,0,128,0,0,0,45,124,0,409,15,0,2,1,1,8,0,0,0,4,224,0,0,12,52,70,3,0,1,49,20,1,115,39,142,143,0,0,0,0,0,0,0,23,0,0,173,169,2,0,0,0,0,151,396,100,96,136,2500,72,11154,11154,82,0,100,108,2,2,138,156,0,2,2450,1775,24973,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4096846,2020,1,14,20,12,2631,849,0,2,1,128,219,39,501,0,128,0,0,0,45,124,0,404,15,0,2,1,1,8,0,0,0,4,224,0,0,12,52,70,3,0,1,48,20,1,113,39,142,140,0,0,0,0,0,0,0,23,0,0,173,169,2,0,0,0,0,151,396,100,96,136,2500,72,11154,11154,82,0,100,108,2,2,138,156,0,2,2450,1775,24973,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4097346,2020,1,14,20,12,2631,851,0,2,1,128,219,40,500,0,128,0,0,0,45,124,0,409,15,0,2,1,1,8,0,0,0,4,224,0,0,12,52,70,3,0,1,49,20,1,115,39,142,143,0,0,0,0,0,0,0,23,0,0,173,169,2,0,0,0,0,151,396,100,96,136,2500,72,11154,11154,82,0,100,108,2,2,138,156,0,2,2450,1775,24973,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4097847,2020,1,14,20,12,2631,847,0,2,1,128,219,40,501,0,128,0,0,0,45,124,0,404,15,0,2,1,1,8,0,0,0,4,224,0,0,12,52,70,3,0,1,50,20,1,115,39,142,143,0,0,0,0,0,0,0,23,0,0,173,169,2,0,0,0,0,151,396,100,96,136,2500,72,11154,11154,82,0,100,108,2,2,138,156,0,2,2450,1775,24973,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4098347,2020,1,14,20,12,2631,856,0,2,1,128,219,39,499,0,128,0,0,0,45,124,0,404,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,50,20,1,115,39,142,143,0,0,0,0,0,0,0,23,0,0,173,169,2,0,0,0,0,151,396,100,96,136,2500,72,11152,11152,82,0,100,108,2,2,138,156,0,2,2450,1775,24973,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4098847,2020,1,14,20,12,2631,850,0,2,1,128,219,40,500,0,128,0,0,0,45,124,0,409,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,49,20,1,115,39,142,143,0,0,0,0,0,0,0,23,0,0,173,169,2,0,0,0,0,151,396,100,96,136,2500,72,11154,11154,82,0,100,108,2,2,138,156,0,2,2450,1775,24973,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4099347,2020,1,14,20,12,2631,852,0,2,0,128,219,40,500,0,128,0,1,0,179,124,0,409,15,0,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,47,20,1,112,39,142,143,0,0,0,0,0,0,0,23,0,0,173,168,2,0,0,0,0,151,396,100,96,136,2500,72,11155,11155,82,0,100,108,2,2,138,156,0,2,2450,1775,24973,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4099848,2020,1,14,20,12,2631,849,0,2,0,128,219,40,500,0,128,0,1,0,179,124,0,404,15,15,2,1,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,49,20,1,115,43,28,0,0,0,0,0,0,0,0,1,0,0,158,154,2,0,0,0,0,149,396,100,96,136,2500,72,11156,11156,82,0,100,108,2,2,138,156,0,2,2450,1775,24973,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4100350,2020,1,14,20,12,2631,810,0,2,0,128,219,40,541,0,128,0,1,0,146,124,0,768,15,15,2,0,0,8,0,0,0,4,224,0,0,12,51,70,3,0,1,49,20,1,115,43,0,0,5,0,0,0,0,0,0,0,0,0,157,153,2,0,0,0,1,148,396,100,96,136,2500,72,11154,11154,82,0,100,108,2,2,138,156,0,2,2450,1775,24973,848,96,99,2,1023,323,255,126,0,0,0,0,231713
4100850,2020,1,14,20,12,2631,845,0,2,0,128,219,39,522,0,128,0,1,0,147,124,0,604,15,15,2,0,1,8,0,0,0,4,224,0,0,12,51,70,3,0,1,45,20,1,109,42,0,0,5,0,0,0,0,0,0,0,0,0,157,153,2,0,0,2,1,149,396,100,96,136,2500,72,11153,11153,82,0,100,108,2,2,138,156,0,2,2450,1775,24973,848,96,99,2,1023,323,255,126,19,19,19,19,231713
